"","wd","get(i)","get(i)","get(i)"
"nypost.com",3,0,0.0301491589971438,3
"nationalhomeless.org",1,0,0.0300453315528692,1
"money.cnn.com",3,0,0.030069634944081,3
"media.cq.com",1,0,0.0300453315528692,1
"media.corporate-ir.net",1,0,0.0300453315528692,1
"madworldnews.com",1,0,0.0300453315528692,1
"lobbyingdisclosure.house.gov",1,0,0.0300453315528692,1
"jessicavalenti.com",1,0,0.0300453315528692,1
"iipdigital.usembassy.gov",1,0,0.0300453315528692,1
"www.cfda.gov",1,0,0.0294441765961843,1
"www.flhouse.gov",1,0,0.0290628505387675,1
"www.cruz.senate.gov",1,0,0.0294441765961843,1
"www.scrippsnews.com",1,0,0.0282224789569236,1
"qz.com",1,0,0.028845180661921,1
"pamelageller.com",1,0,0.028845180661921,1
"www.stopp.org",1,0,0.0282224789569236,1
"www.gao.gov",2,0,0.0293804336620735,2
"olson.house.gov",1,0,0.0282224789569236,1
"www.fbi.gov",3,0,0.0296124406885325,3
"codes.lp.findlaw.com",2,0,0.0292147884917652,2
"www.bostonglobe.com",1,0,0.028845180661921,1
"www.charitynavigator.org",1,0,0.028845180661921,1
"www.ibtimes.co.uk",2,0,0.0298930144745123,2
"benghazi.house.gov",1,0,0.0292247744052502,1
"www.copyright.gov",1,0,0.0298450153588383,1
"www.carolinalive.com",1,0,0.0298450153588383,1
"www.bbc.com",2,0,0.0298575220002794,2
"www.aapsonline.org",1,0,0.0298450153588383,1
"trailblazersblog.dallasnews.com",2,0,0.0299474605954466,2
"thesource.com",1,0,0.0298450153588383,1
"theobamafile.com",1,0,0.0298450153588383,1
"m.snopes.com",3,0,0.0299495586380832,3
"drjengunter.wordpress.com",1,0,0.0298450153588383,1
"www.thestar.com",2,0,0.029727756336706,2
"www.newsweek.com",1,0,0.0289693027038016,1
"ironicsurrealism.blogivists.com",1,0,0.028809218950064,1
"news.yahoo.com",1,0,0.0292247744052502,1
"www.boston.com",1,0,0.0290233884381683,1
"www.who.int",3,0,0.0297040022234575,3
"www.webmd.com",1,0,0.0286135002175295,1
"www.aap.org",1,0,0.0286135002175295,1
"www.fifa.com",1,0,0.0289693027038016,1
"wonder.cdc.gov",1,0,0.0286135002175295,1
"vaers.hhs.gov",1,0,0.0286135002175295,1
"media.cmgdigital.com",1,0,0.0286135002175295,1
"bit.ly",1,0,0.0286135002175295,1
"www.pewresearch.org",2,0,0.0293370848202031,2
"michellemalkin.com",1,0,0.028809218950064,1
"www.newsrealblog.com",1,0,0.028809218950064,1
"www.cybergolf.com",1,0,0.0289693027038016,1
"metro.co.uk",2,0,0.0290027137042062,2
"www.thelancet.com",1,0,0.028315008610412,1
"www.sciencemag.org",1,0,0.028315008610412,1
"www.sciencedirect.com",1,0,0.028315008610412,1
"www.ncirs.edu.au",1,0,0.028315008610412,1
"www.icmr.nic.in",1,0,0.028315008610412,1
"samawomenshealth.wordpress.com",1,0,0.028315008610412,1
"www.theblogmocracy.com",1,0,0.028809218950064,1
"www.publiusforum.com",1,0,0.028809218950064,1
"www.modernhealthcare.com",1,0,0.0298450153588383,1
"www.palmbeachpost.com",3,0,0.0298689956331878,3
"www.mediaite.com",2,0,0.0292177835491918,2
"www.nejm.org",1,0,0.0289134625139495,1
"www.australianetworknews.com",1,0,0.0289134625139495,1
"uproxx.com",1,0,0.0289134625139495,1
"www.independent.co.uk",1,0,0.0287317696081726,1
"www.postonpolitics.com",1,0,0.0298450153588383,1
"variety.com",1,0,0.0287317696081726,1
"www.govtrack.us",2,0,0.0290036975474066,2
"www.mtv.com",1,0,0.0292397660818713,1
"papers.ssrn.com",1,0,0.0290628505387675,1
"florida.adl.org",1,0,0.0290628505387675,1
"articles.washingtonpost.com",1,0,0.0290628505387675,1
"www.vox.com",1,0,0.0296494087457086,1
"www.nationaljournal.com",2,0,0.029699874947895,2
"www.mysanantonio.com",2,0,0.0298013245033113,2
"www.hrc.org",1,0,0.0296494087457086,1
"dailysnark.com",1,0,0.0296494087457086,1
"coed.com",1,0,0.0296494087457086,1
"atheists.org",1,0,0.0296494087457086,1
"www.glslcompactcouncil.org",1,0,0.0290628505387675,1
"www.sportbikes.net",1,0,0.00117232972767672,1
"www.blackloveisalive.com",1,0,0.00117232972767672,1
"www.texastribune.org",1,0,0.0294695481335953,1
"www.greatlakeslaw.org",1,0,0.0290628505387675,1
"www.deathpenaltyinfo.org",1,0,0.0291450777202073,1
"www.sun-sentinel.com",2,0,0.02925877763329,2
"www.amnesty.org",1,0,0.0291450777202073,1
"ftp.cdc.gov",1,0,0.0291450777202073,1
"pelosi.house.gov",1,0,0.0285133062095645,1
"www.wnyc.org",1,0,0.0298450153588383,1
"www.uspto.gov",1,0,0.0298450153588383,1
"www.theminorityreportblog.com",1,0,0.0298450153588383,1
"www.theatlantic.com",2,0,0.0298575220002794,2
"www.tcpalm.com",1,0,0.0298450153588383,1
"www.prnewswire.com",2,0,0.0299411682308447,2
"www.lbb.state.tx.us",1,0,0.0294695481335953,1
"worldnewsdailyreport.com",4,0,0.0290984582922098,4
"www.mortgagebankers.org",1,0,0.0293562231759657,1
"www.cfr.org",1,0,0.0293562231759657,1
"www.nydailynews.com",1,0,0.0287066881547139,1
"swampland.blogs.time.com",2,0,0.0290697674418605,2
"jumpinginpools.blogspot.com",1,0,0.0287066881547139,1
"deepbackground.msnbc.msn.com",1,0,0.0287066881547139,1
"blogs.villagevoice.com",1,0,0.0287066881547139,1
"object.cato.org",1,0,0.0289997625750432,1
"capwiz.com",1,0,0.0287115081097418,1
"www.jillstanek.com",1,0,0.0287115081097418,1
"www.chicagotribune.com",1,0,0.0287115081097418,1
"fightthesmears.com",1,0,0.0287115081097418,1
"bornalivetruth.org",1,0,0.0287115081097418,1
"blog.heritage.org",2,0,0.0289712659257251,2
"www.zogby.com",1,0,0.0289242219215156,1
"www.rasmussenreports.com",1,0,0.0289242219215156,1
"www.pollster.com",1,0,0.0289242219215156,1
"www.theguardian.com",2,0,0.0294310006540222,2
"ibdeditorials.com",1,0,0.0289242219215156,1
"www.nrlc.org",1,0,0.0287115081097418,1
"www.frontpagemag.com",1,0,0.0282616600006611,1
"www.federalreserve.gov",1,0,0.0287182587666264,1
"www.bankrate.com",1,0,0.0287182587666264,1
"www.marketwatch.com",1,0,0.0291898535386296,1
"www.law.cornell.edu",4,0,0.0294888597640891,4
"www.allgov.com",1,0,0.0291898535386296,1
"crooksandliars.com",1,0,0.0289242219215156,1
"www.pewclimate.org",1,0,0.0281926995746365,1
"www.usaspending.gov",1,0,0.0294441765961843,1
"www.onevoicemovement.org",1,0,0.0294441765961843,1
"www.ngo-monitor.org",1,0,0.0294441765961843,1
"www.haaretz.com",1,0,0.0294441765961843,1
"america.aljazeera.com",1,0,0.029320987654321,1
"snowdenhoax.blogspot.com",1,0,0.029320987654321,1
"time.com",3,0,0.0294178364987614,3
"tonto.eia.doe.gov",1,0,0.0281926995746365,1
"www.michellenunn.com",1,0,0.0278683181225554,1
"www.coachisright.com",1,0,0.0290628505387675,1
"www.un.org",1,0,0.029320987654321,1
"www.shalomlife.com",1,0,0.029320987654321,1
"www.presstv.ir",1,0,0.029320987654321,1
"www.irna.ir",1,0,0.029320987654321,1
"www.dailynewsegypt.com",1,0,0.029320987654321,1
"www.arabwestreport.info",1,0,0.029320987654321,1
"www.iranianamericanpac.org",1,0,0.0282616600006611,1
"static.prisonplanet.com",1,0,0.029158993247391,1
"www.nbc-2.com",1,0,0.0291381249361006,1
"www.hillaryclinton.com",1,0,0.0292247744052502,1
"thinkprogress.org",1,0,0.0291381249361006,1
"www.ofr.gov",1,0,0.0284175889919234,1
"www.nationalrighttolifenews.org",1,0,0.0284175889919234,1
"www.time.com",1,0,0.0289281364190012,1
"www.nbc6.net",1,0,0.0289281364190012,1
"blog.washingtonpost.com",1,0,0.0292457670600308,1
"dhhs.gov",1,0,0.0284175889919234,1
"daily.decisionhealth.com",1,0,0.0284175889919234,1
"www.californiahealthline.org",1,0,0.0293683234293958,1
"hotair.com",1,0,0.0293683234293958,1
"www.ncjrs.gov",1,0,0.0293683234293958,1
"www.donaldjtrump.com",1,0,0.0293149557704176,1
"www.dallasnews.com",1,0,0.0293149557704176,1
"www.rep.org",1,0,0.00116959064327485,1
"www.zerohedge.com",1,0,0.0293683234293958,1
"www.ssa.gov",1,0,0.0293683234293958,1
"www.justice.gov",4,0,0.0298283561261513,4
"documents-dds-ny.un.org",1,0,0.0292427662630823,1
"www.wfla.com",1,0,0.0294878427315054,1
"www.scribd.com",1,0,0.0294878427315054,1
"www.rnrfonline.com",1,0,0.0294878427315054,1
"www.goupstate.com",1,0,0.0294878427315054,1
"www.foxcarolina.com",1,0,0.0294878427315054,1
"www.fdic.gov",1,0,0.0294878427315054,1
"newsroom.suntrust.com",1,0,0.0294878427315054,1
"mediamatters.org",1,0,0.0294878427315054,1
"fdic.gov",1,0,0.0294878427315054,1
"www.upi.com",1,0,0.0292427662630823,1
"archive.greenbaypressgazette.com",1,0,0.0288500472398434,1
"www.transgenderlaw.org",1,0,0.0287694740738248,1
"www.frc.org",1,0,0.0287694740738248,1
"www.chronwatch-america.com",1,0,0.0287694740738248,1
"www.ama-assn.org",1,0,0.0287694740738248,1
"help.senate.gov",1,0,0.0287694740738248,1
"www.rightwingnews.com",1,0,0.0288500472398434,1
"www.judicialwatch.org",2,0,0.0293018951986017,2
"www.eeoc.gov",1,0,0.0288500472398434,1
"foxnewsinsider.com",1,0,0.0288500472398434,1
"dealbook.nytimes.com",1,0,0.0294878427315054,1
"blogs.wsj.com",2,0,0.0295837514272863,2
"www.hollywoodreporter.com",2,0,0.0294117647058824,2
"www.philly.com",1,0,0.0296782255545142,1
"www.lifezette.com",1,0,0.0296782255545142,1
"www.hughhewitt.com",1,0,0.0296782255545142,1
"media.philly.com",1,0,0.0296782255545142,1
"fivethirtyeight.com",1,0,0.0296782255545142,1
"espn.go.com",1,0,0.0296782255545142,1
"gwpapers.virginia.edu",1,0,0.0292507697570989,1
"www.telegraph.co.uk",2,0,0.0292477679334998,2
"www.nature.com",1,0,0.0285599759494939,1
"web.stanford.edu",1,0,0.0285599759494939,1
"message.snopes.com",1,0,0.0285599759494939,1
"issues.org",1,0,0.0285599759494939,1
"democrats.energycommerce.house.gov",1,0,0.0285599759494939,1
"www.mountvernon.org",1,0,0.0292507697570989,1
"www.history.army.mil",1,0,0.0292507697570989,1
"press-pubs.uchicago.edu",1,0,0.0292507697570989,1
"visiontoamerica.com",1,0,0.0294908940397351,1
"mayor.dc.gov",1,0,0.0294908940397351,1
"gopthedailydose.com",1,0,0.0294908940397351,1
"www.nexis.com",1,0,0.0290885585003232,1
"thecaucus.blogs.nytimes.com",2,0,0.0292818247200247,2
"www.weeklystandard.com",2,0,0.0292307692307692,2
"www.muslimsinamerica.org",1,0,0.0294908940397351,1
"corporate.target.com",1,0,0.028717294192725,1
"www.vtd.uscourts.gov",1,0,0.0289594905839317,1
"www.pridecentervt.org",1,0,0.0289594905839317,1
"proctorvermont.com",1,0,0.0289594905839317,1
"nbc.com.co",1,0,0.0289594905839317,1
"16wmpo.com",1,0,0.00116959064327485,1
"samjohnson.house.gov",1,0,0.0276020144628099,1
"www.teapartynation.com",1,0,0.0294908940397351,1
"billingsgazette.com",1,0,0.0293733681462141,1
"www.websterpresby.org",1,0,0.0290588995003908,1
"www.ericmetaxas.com",1,0,0.0290588995003908,1
"swampland.time.com",1,0,0.0290588995003908,1
"newsweek.washingtonpost.com",1,0,0.0290588995003908,1
"history.nasa.gov",1,0,0.0290588995003908,1
"www.grist.org",1,0,0.0293733681462141,1
"www.gardenresearch.com",1,0,0.0293733681462141,1
"www.cspinet.org",1,0,0.0293733681462141,1
"tester.senate.gov",1,0,0.0293733681462141,1
"www.imdb.com",2,0,0.0296103896103896,2
"newsbusters.org",1,0,0.0290007462180313,1
"elections.cdn.sos.ca.gov",1,0,0.0288675805253562,1
"www.widogrescue.com",1,0,0.0286001003512293,1
"secure2.convio.net",1,0,0.0286001003512293,1
"www.yelp.com",1,0,0.00117232972767672,1
"gummypost.com",1,0,0.00117232972767672,1
"archive.is",1,0,0.00117232972767672,1
"www.theaustralian.com.au",1,0,0.0289173740995028,1
"www.smh.com.au",1,0,0.0289173740995028,1
"www.sacbee.com",1,0,0.0288675805253562,1
"www.field.com",1,0,0.0288675805253562,1
"documents.latimes.com",1,0,0.0296782255545142,1
"www.sciencedaily.com",1,0,0.0285028502850285,1
"article.nationalreview.com",1,0,0.0285028502850285,1
"whois.icann.org",1,0,0.028657616892911,1
"www.votehemp.com",1,0,0.00117646249423809,1
"www.uky.edu",1,0,0.00117646249423809,1
"www.uclalawreview.org",1,0,0.00117646249423809,1
"www.jackherer.com",1,0,0.00117646249423809,1
"www.denverpost.com",1,0,0.00117646249423809,1
"www.insidethemagic.net",1,0,0.0287037969584047,1
"www.newscientist.com",1,0,0.0285028502850285,1
"yosemite.epa.gov",1,0,0.0285028502850285,1
"kaiserhealthnews.org",1,0,0.0294939459795095,1
"www.satiratribune.com",1,0,0.0288335075709035,1
"www.americablog.com",1,0,0.00116959064327485,1
"empirenews.net",2,0,0.0295306185887473,2
"www.theblaze.com",2,0,0.0297029702970297,2
"www.dailywire.com",1,0,0.0295735187298952,1
"blogs.abcnews.com",1,0,0.0293169661226169,1
"www.frontiersman.com",1,0,0.0285924489181687,1
"www.cityofwasilla.com",1,0,0.0285924489181687,1
"www.thecypresstimes.com",1,0,0.0293169661226169,1
"www.recovery.gov",1,0,0.0293169661226169,1
"www.nps.gov",1,0,0.0293169661226169,1
"www.historians.org",1,0,0.0293169661226169,1
"www.hialeahhousing.org",1,0,0.0293169661226169,1
"voices.washingtonpost.com",1,0,0.0293169661226169,1
"www.fip.org",1,0,0.0296607229584403,1
"www.fiercepharma.com",1,0,0.0296607229584403,1
"www.fdanews.com",1,0,0.0296607229584403,1
"www.bdlive.co.za",1,0,0.0296607229584403,1
"www.asianscientist.com",1,0,0.0296607229584403,1
"webarchive.nationalarchives.gov.uk",1,0,0.0296607229584403,1
"images.politico.com",1,0,0.0296607229584403,1
"freepdfhosting.com",1,0,0.0296607229584403,1
"fortune.com",1,0,0.0296607229584403,1
"2006-2009.pepfar.gov",1,0,0.0296607229584403,1
"nytlive.nytimes.com",1,0,0.00117095858367424,1
"news.stanford.edu",1,0,0.0286633812732576,1
"www.bls.gov",1,0,0.0293743772975573,1
"nces.ed.gov",1,0,0.0293743772975573,1
"www.obpa.usda.gov",1,0,0.0290145242296729,1
"gardner.house.gov",1,0,0.0290145242296729,1
"www.unitaid.eu",1,0,0.0296607229584403,1
"www.unionleader.com",1,0,0.0296607229584403,1
"www.treasury.gov",2,0,0.0296833773087071,2
"www.shaheen.senate.gov",1,0,0.0296607229584403,1
"www.schumer.senate.gov",2,0,0.0296741054385173,2
"www.trueactivist.com",1,0,0.00117095858367424,1
"www.philstar.com",1,0,0.0289154181744394,1
"www.newyorker.com",2,0,0.0294685324326187,2
"www.manilatimes.net",1,0,0.0289154181744394,1
"tmzworldnews.com",1,0,0.0289154181744394,1
"news4ktla.com",1,0,0.0289154181744394,1
"buzzsouthafrica.com",1,0,0.0289154181744394,1
"www.hrsa.gov",1,0,0.0278048780487805,1
"www.americanactionforum.org",1,0,0.0285876688511435,1
"regrodeo.com",1,0,0.0285876688511435,1
"www.tmz.com",2,0,0.0293229988339392,2
"www.migrationpolicy.org",1,0,0.0275406667740377,1
"fox59.com",1,0,0.0275548680266847,1
"www.legislature.mi.gov",1,0,0.0287714103038665,1
"ga.water.usgs.gov",1,0,0.0285237698081735,1
"www.worldbank.org",1,0,0.0292257733720732,1
"www.unicri.it",1,0,0.0292257733720732,1
"www.thecrimereport.org",1,0,0.0292257733720732,1
"www.seattletimes.com",2,0,0.0288909914171792,2
"www.toledoblade.com",1,0,0.0287714103038665,1
"cognidissidence.blogspot.com",1,0,0.0286039276036265,1
"cnn-channel.com",1,0,0.028428927680798,1
"www.voanews.com",1,0,0.0288315629742033,1
"www.news24.com",1,0,0.0288315629742033,1
"allafrica.com",1,0,0.0288315629742033,1
"foreignpolicy.com",2,0,0.0293028994447872,2
"www.channel3000.com",1,0,0.0286039276036265,1
"www.sipri.org",1,0,0.0292257733720732,1
"www.linkedin.com",1,0,0.0292257733720732,1
"www.hannity.com",1,0,0.0292257733720732,1
"weeklyworldnews.com",1,0,0.0288315629742033,1
"www.patheos.com",1,0,0.0287153652392947,1
"blog.constitutioncenter.org",1,0,0.0287153652392947,1
"www.teaparty.org",1,0,0.0294228982415087,1
"www.moneyfactory.gov",1,0,0.0288315629742033,1
"www.crimesolutions.gov",1,0,0.0292257733720732,1
"www.cgdev.org",1,0,0.0292257733720732,1
"wikileaks.org",1,0,0.0292257733720732,1
"quickfacts.census.gov",2,0,0.0292507697570989,2
"openknowledge.worldbank.org",1,0,0.0292257733720732,1
"documents.worldbank.org",1,0,0.0292257733720732,1
"csnbbs.com",1,0,0.0292257733720732,1
"christmichael.wordpress.com",1,0,0.0292257733720732,1
"blog.skepticallibertarian.com",1,0,0.0292257733720732,1
"www.slate.com",1,0,0.0290964777947933,1
"members.christianscience.com",1,0,0.0290964777947933,1
"ccf.georgetown.edu",1,0,0.0290964777947933,1
"www.eff.org",1,0,0.0290056654340672,1
"www.humanevents.com",1,0,0.0286470548817262,1
"www.tennesseesonsofliberty.com",1,0,0.0285247214252352,1
"www.ihs.gov",1,0,0.0290964777947933,1
"www.judiciary.senate.gov",1,0,0.0294380939264564,1
"video.foxnews.com",1,0,0.0294380939264564,1
"rare.us",1,0,0.0294380939264564,1
"itlookslikethis.blogspot.com",1,0,0.0294380939264564,1
"www.myajc.com",2,0,0.0293219932096437,2
"www.avma.org",1,0,0.0292808219178082,1
"www.yahoo.com",1,0,0.0285342410893072,1
"www.nraila.org",1,0,0.0285342410893072,1
"www.freewoodpost.com",1,0,0.0285342410893072,1
"thacorner.net",1,0,0.0285247214252352,1
"forums.somethingawful.com",1,0,0.0285247214252352,1
"www.instagram.com",1,0,0.029320987654321,1
"www.catholicherald.co.uk",1,0,0.0287501260970443,1
"www.qconline.com",1,0,0.029100439059256,1
"www.nbcnewyork.com",1,0,0.029100439059256,1
"times.com.mx",1,0,0.029100439059256,1
"www.thewrap.com",1,0,0.029320987654321,1
"newslo.com",1,0,0.0292038118659699,1
"www.debbieschlussel.com",1,0,0.0291470648394355,1
"aviationblog.dallasnews.com",1,0,0.0291470648394355,1
"archive.11alive.com",1,0,0.0291470648394355,1
"www.rawstory.com",1,0,0.0292038118659699,1
"news.investors.com",1,0,0.0290895481763745,1
"q13fox.com",1,0,0.028761731759007,1
"dougericksen.src.wastateleg.org",1,0,0.028761731759007,1
"app.leg.wa.gov",1,0,0.028761731759007,1
"www.indystar.com",1,0,0.0290638384662452,1
"iga.in.gov",1,0,0.0290638384662452,1
"www.startribune.com",1,0,0.0293713500515287,1
"apps3.eere.energy.gov",1,0,0.0290895481763745,1
"solareis.anl.gov",1,0,0.0290895481763745,1
"freebeacon.com",1,0,0.0289154181744394,1
"www.reviewjournal.com",1,0,0.0290895481763745,1
"www.lasvegassun.com",1,0,0.0290895481763745,1
"www.doi.gov",1,0,0.0290895481763745,1
"www.kvoa.com",1,0,0.0291083648248391,1
"www.csom.umn.edu",1,0,0.0289242219215156,1
"www.cbpp.org",1,0,0.0289242219215156,1
"www.aei.org",1,0,0.0289242219215156,1
"wws.princeton.edu",1,0,0.0289242219215156,1
"vanhollen.house.gov",1,0,0.0289242219215156,1
"politifact.com",1,0,0.0289242219215156,1
"front.moveon.org",1,0,0.0289242219215156,1
"explore.georgetown.edu",1,0,0.0289242219215156,1
"americansunitedforchange.org",1,0,0.0289242219215156,1
"water.usgs.gov",1,0,0.0285237698081735,1
"www.familiesusa.org",1,0,0.0289242219215156,1
"www.medicare.gov",1,0,0.0289242219215156,1
"www.civilrights.org",1,0,0.0289702842815031,1
"action.aclu.org",1,0,0.0289702842815031,1
"www.godlikeproductions.com",1,0,0.00117232972767672,1
"www.charlestoncitypaper.com",1,0,0.00117232972767672,1
"www.fairwork.gov.au",1,0,0.0283281426015506,1
"translate.google.com",1,0,0.0283281426015506,1
"theconversation.com",1,0,0.0283281426015506,1
"stats.oecd.org",1,0,0.0283281426015506,1
"www.ncsl.org",1,0,0.028737563861253,1
"www.idoc.idaho.gov",1,0,0.028737563861253,1
"www.flickr.com",2,0,0.0289203084832905,2
"phoenixmugs.com",1,0,0.028737563861253,1
"petitions.moveon.org",1,0,0.028737563861253,1
"legislature.idaho.gov",1,0,0.028737563861253,1
"kboi2.com",1,0,0.028737563861253,1
"geology.com",1,0,0.028737563861253,1
"cityofweiser.net",1,0,0.028737563861253,1
"boisestatepublicradio.org",1,0,0.028737563861253,1
"www.rollingstone.com",1,0,0.028530432461292,1
"www.cleveland19.com",1,0,0.028530432461292,1
"www.kmvt.com",1,0,0.028737563861253,1
"www.knoxnews.com",1,0,0.0287163296836166,1
"www.billhislam.com",1,0,0.0287163296836166,1
"law.vanderbilt.edu",1,0,0.0287163296836166,1
"www.mccain.senate.gov",1,0,0.02906482646089,1
"www.desmoinesregister.com",1,0,0.02906482646089,1
"www.bizpacreview.com",1,0,0.02906482646089,1
"www.angrypatriotmovement.com",1,0,0.02906482646089,1
"fedsalert.com",1,0,0.028530432461292,1
"www.whorunsgov.com",1,0,0.0291113381001021,1
"www.dsausa.org",1,0,0.0291113381001021,1
"www.al.com",1,0,0.0291113381001021,1
"keywiki.org",1,0,0.0291113381001021,1
"conservativebyte.com",1,0,0.0291113381001021,1
"blog.al.com",1,0,0.0291113381001021,1
"www.eurekalert.org",1,0,0.0288714797055447,1
"www.drugs.com",1,0,0.0288714797055447,1
"pediatrics.aappublications.org",1,0,0.0288714797055447,1
"file.scirp.org",1,0,0.0288714797055447,1
"deadline.com",2,0,0.0291222453080827,2
"itre.cis.upenn.edu",1,0,0.0292078024117788,1
"www.redcountry.us",1,0,0.0290925176086291,1
"www.radiotimes.com",1,0,0.0290925176086291,1
"knowyourmeme.com",1,0,0.00116959064327485,1
"www.sandiegouniontribune.com",1,0,0.0287665702173474,1
"www.mirror.co.uk",1,0,0.0287665702173474,1
"blog.chron.com",1,0,0.0287665702173474,1
"www.barrypopik.com",1,0,0.0292078024117788,1
"wafflesatnoon.com",1,0,0.0292078024117788,1
"query.nytimes.com",1,0,0.0292078024117788,1
"www.newenglishreview.org",1,0,0.0291470648394355,1
